Pass Cmp,Pass Att,Pass Yds,Pass TD,Int,Sk,Rush Att,Rush Yds,Rush TD,FGM,FGA,Def TD,Opp Pass Cmp,Opp Pass Att,Opp Pass Yds,Opp Pass TD,Opp Int,Opp Sk,Opp Rush Att,Opp Rush Yds,Opp Rush TD,Opp FGM,Opp FGA,Opp Def TD
26,45,208,0,1,5,15,46,0,1,1,0,18,30,166,1,0,5,22,47,0,1,1,0
25,38,216,0,1,3,23,127,3,2,3,0,23,39,183,1,1,1,32,166,2,3,4,0
25,38,244,1,3,5,20,102,1,0,0,0,14,24,216,3,0,4,28,123,1,2,2,1
29,54,275,2,1,5,23,112,0,4,4,0,27,45,361,3,0,3,32,116,0,2,2,0
25,32,405,4,0,0,30,89,1,0,0,0,33,48,319,1,0,1,17,151,1,1,1,0
27,33,347,3,1,1,16,81,0,2,2,0,25,34,378,3,0,0,26,113,1,4,4,0
15,32,179,1,2,3,12,21,0,1,1,0,23,26,378,6,0,1,46,265,2,1,1,0
33,46,272,2,2,4,17,73,0,0,0,0,8,10,97,1,0,1,38,172,3,0,0,0
25,37,366,3,0,1,29,99,0,4,4,0,27,47,276,0,1,1,13,32,0,1,1,0
24,37,242,1,2,1,25,128,1,1,1,0,28,41,155,1,0,4,21,68,0,0,1,1
28,39,313,3,0,1,31,123,1,1,1,0,30,44,370,3,0,1,13,28,0,2,2,0
21,27,173,2,0,2,33,203,1,1,3,0,25,34,310,3,1,4,21,125,1,1,1,0
35,51,395,2,0,5,14,34,0,2,3,0,14,20,160,2,0,4,25,72,1,0,0,0
18,27,158,1,1,1,32,98,0,3,4,2,20,36,174,1,3,3,26,121,0,1,1,1
20,30,234,3,1,6,23,180,1,0,0,0,32,43,362,2,1,1,21,148,1,3,4,0
21,31,249,1,0,3,23,95,0,3,4,0,22,26,259,1,0,0,28,98,2,1,1,0
25,51,313,0,0,3,19,39,0,4,4,0,16,25,189,1,0,3,31,100,1,2,3,0
27,43,310,3,3,1,17,57,0,1,2,0,28,48,237,1,2,3,21,49,1,2,2,0
26,42,291,2,1,4,19,25,0,1,2,0,18,26,312,3,1,0,42,259,2,2,3,0
16,27,120,0,0,0,29,153,1,3,3,0,35,50,282,1,1,2,24,90,0,2,2,0
22,30,245,2,2,0,28,94,0,0,1,0,21,36,287,0,1,1,25,137,1,1,3,0
22,34,191,2,0,2,33,144,1,0,0,0,14,32,223,1,2,1,27,198,1,1,2,0
16,29,137,0,0,4,30,126,1,2,2,0,23,33,178,1,0,4,21,103,0,2,2,0
18,39,142,0,4,7,15,42,0,0,0,0,20,28,255,2,0,2,35,124,2,1,2,2
19,30,237,1,0,3,34,151,3,0,0,0,26,45,241,1,2,1,20,129,1,0,1,0
17,28,121,3,1,3,34,167,0,0,0,0,19,28,119,1,0,4,24,124,1,1,2,0
20,34,180,2,1,1,16,81,1,2,2,0,29,35,274,3,0,4,33,151,1,0,1,0
30,44,436,4,0,2,22,31,0,0,0,0,23,38,178,1,2,3,19,129,0,1,1,0
20,35,187,0,1,2,20,57,0,3,3,0,19,28,265,1,0,3,30,115,2,2,2,0
25,40,329,0,0,3,11,20,1,3,3,0,24,37,258,2,0,2,33,182,0,3,3,0
26,30,261,3,1,1,34,213,1,1,1,0,26,37,208,2,0,1,17,47,1,0,0,0
19,35,305,1,1,3,21,70,1,3,3,0,23,31,169,0,0,4,24,93,0,1,1,0
20,30,204,2,0,0,20,88,0,2,2,0,23,40,249,0,0,9,26,91,1,0,0,0
23,36,241,1,1,1,36,175,1,2,3,0,20,36,240,1,2,2,19,66,1,1,1,0
18,36,175,1,1,3,24,95,0,2,2,0,24,38,254,2,2,2,24,90,0,2,3,0
29,34,304,3,1,0,20,93,0,1,1,0,28,37,300,2,0,1,24,79,1,2,2,0
19,26,240,4,0,2,31,173,1,1,1,0,30,43,127,2,2,8,22,121,0,2,2,0
19,32,241,2,1,1,34,235,2,1,2,0,20,41,211,0,0,3,24,72,0,2,3,0
20,29,161,0,1,6,38,149,2,1,1,0,17,29,235,1,0,0,23,77,2,2,3,0
27,37,363,3,0,1,25,140,1,2,2,0,22,43,249,0,0,3,32,203,4,1,1,0
15,21,174,1,0,0,38,211,3,2,2,0,27,34,214,2,1,4,20,88,0,0,1,0
30,45,313,2,1,1,27,68,2,1,1,0,12,22,69,0,1,5,20,36,0,0,0,2
18,32,201,1,0,0,28,86,1,2,3,1,19,36,246,2,0,3,30,127,1,1,1,0
25,34,337,3,0,2,19,39,1,0,1,0,31,46,293,2,0,5,18,73,0,2,2,0
19,27,177,2,0,0,23,88,1,0,0,2,32,50,406,2,0,0,26,108,2,0,0,0
14,27,160,2,1,2,22,79,0,2,2,0,23,32,268,1,2,1,40,168,2,1,1,0
23,36,312,2,0,5,19,72,2,1,1,0,23,37,355,3,1,4,32,144,0,4,5,0
25,31,208,3,1,3,24,90,0,1,2,1,30,43,287,2,3,4,21,69,0,1,2,0
34,53,414,2,1,1,20,77,1,2,2,0,16,27,160,3,0,0,33,176,2,0,0,0
35,53,364,0,0,5,17,58,1,1,2,0,18,27,227,3,0,0,34,138,0,1,1,0
22,44,240,0,4,5,22,135,1,1,2,0,18,39,150,0,1,0,23,74,1,1,1,1
24,33,197,1,0,1,33,72,0,3,3,0,27,36,182,0,0,6,16,40,1,0,0,0
24,46,265,3,1,0,23,81,0,1,2,0,21,31,189,2,0,1,32,188,1,1,1,1
22,32,206,0,1,4,23,115,1,1,3,0,22,28,225,1,0,4,27,115,1,2,2,1
22,38,303,3,1,0,16,68,0,1,1,0,19,33,186,2,0,5,38,269,0,4,4,0
21,34,261,3,0,4,35,186,0,3,3,0,24,42,315,0,0,0,25,123,3,2,3,1
24,34,203,0,0,3,28,94,1,3,3,0,21,34,128,0,1,6,22,136,1,1,2,0
17,24,161,1,1,5,18,72,0,1,3,0,25,31,311,2,0,1,33,79,1,3,3,0
22,33,212,0,1,1,20,45,1,1,1,0,23,30,149,0,1,5,27,117,0,4,4,0
23,31,225,1,2,0,37,164,1,1,1,1,15,28,121,0,4,3,17,55,0,1,1,0
45,68,490,2,3,2,11,28,2,2,2,1,28,41,376,4,1,2,30,88,2,2,2,1
20,31,337,1,1,1,29,193,4,2,2,0,24,34,222,3,2,4,29,173,0,1,1,0
21,37,102,0,1,8,19,73,0,1,1,0,27,31,260,2,0,0,25,66,1,2,2,0
29,49,395,1,1,0,18,82,2,3,4,0,17,23,262,4,0,1,43,167,0,1,2,0
17,31,160,1,0,3,27,285,3,0,2,1,26,44,358,2,0,2,31,149,1,2,2,0
27,38,262,2,0,1,23,108,0,3,3,0,20,32,248,0,0,1,38,266,2,4,5,0
27,44,441,2,3,3,21,122,1,1,3,0,22,34,215,0,0,2,29,120,4,2,2,0
32,46,316,3,1,2,20,57,1,1,1,0,28,33,426,5,0,0,34,166,1,2,2,1
18,29,151,0,1,0,45,180,1,4,4,0,22,39,288,1,0,4,14,36,0,2,2,0
28,36,345,4,1,0,31,112,0,1,1,0,15,27,158,2,0,6,22,94,1,1,1,0
22,27,279,2,0,3,34,211,0,4,4,0,21,38,147,1,1,4,20,64,0,1,1,0
23,32,204,2,1,4,27,109,0,0,0,0,13,22,150,0,0,5,27,102,1,0,4,0
15,26,61,0,2,10,19,67,1,0,1,0,17,29,181,1,0,1,29,84,1,1,1,2
21,31,192,1,1,1,19,77,1,3,3,0,19,28,139,1,3,5,40,138,1,4,4,0
22,30,194,2,2,4,17,42,1,0,0,0,25,32,229,0,0,0,39,169,3,1,1,0
14,20,159,1,1,3,32,191,1,2,3,0,32,48,211,0,2,0,16,35,0,2,3,1
28,43,312,3,1,4,27,130,1,2,2,0,18,27,78,0,1,6,20,145,1,0,0,0
9,24,78,0,2,4,18,102,0,1,1,0,20,29,171,2,0,2,40,275,2,1,4,0
31,41,313,0,1,3,34,114,3,0,1,2,15,31,161,1,3,1,16,52,0,0,0,1
22,37,249,1,3,0,24,157,3,0,0,0,23,33,284,2,0,3,38,170,2,2,2,0
30,36,341,4,0,2,25,103,0,2,2,0,27,37,340,3,0,0,29,102,1,2,2,0
18,28,167,0,1,1,30,103,1,3,3,0,20,34,165,0,3,7,21,39,0,0,0,0
14,29,151,0,1,2,24,75,0,2,2,0,24,36,222,1,0,3,26,104,0,2,2,0
30,42,280,1,2,0,41,192,3,1,2,0,19,35,256,3,1,1,11,53,0,1,2,0
27,43,187,1,2,5,21,84,1,1,1,0,13,25,166,2,0,0,33,145,0,1,2,0
22,29,325,4,1,1,35,122,1,1,1,0,26,41,292,2,2,2,22,108,0,2,2,0
28,40,270,0,0,1,34,129,2,3,4,0,23,32,326,2,1,2,20,56,1,1,1,0
13,24,48,0,0,4,22,109,1,0,0,0,24,33,232,0,1,2,41,99,2,2,3,0
21,39,217,0,1,2,14,33,1,1,1,1,21,33,228,0,0,1,43,269,2,3,3,0
15,20,132,1,1,0,36,124,1,1,1,1,26,44,316,2,2,1,14,32,0,1,2,0
20,32,209,2,0,2,29,59,2,3,5,0,30,54,365,1,5,7,14,42,2,1,1,0
18,32,243,0,0,3,20,56,1,5,5,0,24,39,277,2,1,1,29,170,0,3,3,0
21,34,134,0,0,9,21,71,1,0,1,0,20,30,191,2,0,1,27,80,0,3,3,1
22,33,186,1,1,5,15,38,0,1,2,0,23,38,291,2,0,0,36,90,1,3,4,1
16,26,188,2,0,2,23,117,0,3,3,1,23,35,272,1,1,1,30,109,2,0,0,0
34,54,235,2,0,2,7,17,0,1,1,1,23,38,273,2,0,1,35,151,2,2,4,0
22,43,258,1,3,2,20,33,1,1,1,0,15,32,244,1,0,2,44,216,0,4,4,1
26,40,321,4,0,1,26,62,0,0,0,0,23,34,291,1,2,3,24,100,1,3,3,0
21,27,213,1,1,3,36,189,3,3,3,0,16,26,168,1,1,3,28,115,0,1,1,0
30,45,352,4,1,2,20,81,0,1,1,0,24,34,338,4,0,0,37,166,2,0,1,0
25,31,421,5,0,1,23,60,1,0,0,0,24,31,329,3,1,0,31,155,0,1,1,0
14,21,89,0,0,2,38,156,3,2,2,0,22,35,156,1,1,8,22,107,1,0,1,1
24,30,306,2,1,2,29,97,1,1,1,0,24,38,326,2,0,1,21,39,0,2,2,0
9,20,141,0,0,1,35,199,1,3,3,2,20,41,241,1,1,1,26,106,0,3,4,0
12,21,146,0,1,2,39,137,0,3,4,0,9,12,50,0,0,3,26,104,0,0,1,0
31,45,249,1,1,0,34,74,3,1,1,0,11,32,73,0,4,1,20,81,0,0,0,0
23,26,273,0,0,3,38,161,1,4,4,0,15,21,131,0,1,4,16,85,0,3,3,0
39,52,441,1,1,2,17,69,1,2,4,0,14,20,171,2,0,2,33,151,1,2,2,0
16,34,155,2,0,4,20,98,0,0,1,0,17,24,153,1,0,3,41,218,3,1,1,0
23,35,226,0,1,4,38,162,1,3,5,0,19,29,195,1,1,1,12,36,1,1,2,0
15,25,191,0,0,4,31,127,1,3,4,0,20,32,166,0,0,3,28,113,1,2,2,0
25,32,316,3,1,4,25,59,0,1,2,1,28,41,290,4,0,3,24,80,0,0,0,0
27,39,258,3,0,3,32,130,0,2,2,0,18,30,285,3,0,0,23,93,0,1,1,0
22,34,278,3,0,2,34,111,0,3,3,0,21,30,167,2,3,8,14,46,0,0,0,0
23,33,256,3,0,5,26,118,1,1,1,0,24,36,249,2,0,2,20,88,1,1,2,0
19,34,197,0,0,4,11,40,0,3,3,0,34,43,373,3,1,0,29,137,1,1,2,0
20,31,151,1,1,5,22,159,0,2,2,0,20,36,239,2,0,3,27,79,0,2,4,1
21,33,174,3,0,3,21,72,0,2,2,0,21,43,283,2,2,3,30,106,0,3,3,0
32,52,297,1,0,5,22,104,0,1,1,0,17,31,372,2,0,0,26,98,1,1,1,0
19,37,100,0,3,7,19,130,1,1,1,0,18,22,156,2,1,3,38,232,5,1,1,0
21,34,170,2,2,4,19,60,0,0,0,0,20,36,236,2,1,2,29,158,1,2,3,0
17,24,204,2,0,3,23,153,1,1,1,0,28,37,310,4,0,1,31,101,0,0,0,0
14,20,146,1,0,2,39,122,2,1,1,0,15,22,116,0,0,4,23,127,0,3,3,0
17,32,214,2,1,3,33,156,2,1,2,0,27,39,310,1,2,4,21,121,2,0,3,0
27,42,261,1,0,2,29,90,0,4,4,0,12,20,175,2,0,3,20,127,1,1,1,0
22,28,194,2,0,1,34,216,1,2,3,0,27,47,282,0,2,4,15,74,0,1,1,0
25,35,230,1,0,5,18,147,1,4,4,0,19,38,212,3,0,1,27,96,0,1,1,0
24,36,266,3,0,4,24,50,0,1,2,0,27,39,238,1,1,3,21,83,0,3,4,0
10,21,102,0,0,3,18,62,2,0,0,0,26,39,227,1,0,4,35,146,1,3,3,0
21,31,189,3,1,5,29,139,0,1,2,0,26,35,183,1,1,1,25,90,0,4,4,1
26,41,383,3,1,2,19,90,0,1,1,0,20,31,279,2,0,1,36,171,2,1,2,0
30,46,268,1,1,2,17,74,1,2,2,0,17,23,162,1,0,1,41,210,3,1,1,1
23,35,139,1,0,3,11,45,0,1,1,0,21,28,283,0,0,2,38,159,2,4,5,0
29,43,347,5,0,3,22,145,0,2,4,0,29,44,319,2,0,2,26,99,2,2,3,0
22,35,257,3,1,0,30,172,0,3,4,1,26,41,171,1,1,5,22,100,0,4,4,0
21,31,200,1,0,3,21,78,1,2,3,1,17,31,169,2,3,5,30,146,1,1,1,0
16,23,145,3,0,5,24,81,0,0,0,0,27,46,259,1,1,2,27,98,0,2,2,0
16,30,150,1,1,2,40,157,0,2,2,0,18,22,243,3,1,1,23,136,2,0,0,2
22,41,260,0,0,1,20,84,2,0,2,0,26,38,221,2,0,2,26,147,0,2,2,0
18,39,191,1,3,1,29,109,0,2,2,0,21,33,159,0,1,3,26,70,1,3,3,0
28,47,393,3,1,1,22,50,0,1,2,0,23,32,211,2,0,1,36,153,1,2,2,0
28,43,281,1,1,3,23,120,1,1,1,0,17,29,225,0,0,2,27,163,3,1,1,0
20,35,174,2,1,1,34,143,0,4,4,0,33,46,258,0,0,6,11,52,0,3,3,0
26,40,258,4,0,6,17,23,0,0,0,0,19,30,218,1,0,2,29,76,2,2,3,1
36,51,433,3,0,2,25,97,0,4,5,0,13,19,146,2,0,4,26,225,2,0,0,1
22,38,231,1,0,3,27,42,0,1,1,1,22,42,218,0,3,4,23,88,0,1,2,1
28,45,342,3,1,2,18,75,0,2,2,0,30,48,339,1,2,4,26,118,2,3,3,0
24,34,189,1,1,5,34,147,1,2,2,1,24,46,215,1,1,5,27,87,0,3,4,1
17,32,189,2,0,1,35,104,1,0,2,0,23,44,178,1,4,4,16,58,0,0,1,0
22,32,295,1,0,3,26,54,1,3,4,1,31,50,270,0,4,5,15,77,0,1,1,0
15,24,125,1,1,3,36,264,3,1,1,0,33,47,279,2,1,2,9,29,0,0,1,0
29,46,434,3,0,1,24,75,1,2,2,0,15,26,191,2,0,3,28,121,2,0,0,0
21,33,256,3,0,0,34,168,1,3,3,0,32,45,280,0,0,7,13,23,2,0,0,1
18,40,270,1,1,2,33,124,1,3,4,0,29,35,284,3,0,5,18,37,1,0,0,0
27,48,224,1,0,1,22,74,0,3,3,0,20,40,174,1,0,5,21,81,0,1,1,0
13,31,73,0,1,5,22,173,1,1,2,0,25,29,273,1,1,3,34,113,1,1,1,0
25,47,193,1,1,3,24,74,0,0,2,0,11,18,173,0,1,0,34,110,2,1,1,0
18,30,110,0,1,7,20,122,1,0,1,0,20,27,235,4,0,0,37,256,1,2,3,0
24,33,131,2,0,4,25,135,1,2,2,0,34,45,408,4,2,2,19,34,0,1,1,1
28,35,219,3,0,1,28,109,0,2,2,1,30,51,298,2,4,2,8,36,0,1,1,0
19,31,285,4,1,2,33,115,1,0,1,0,19,35,171,2,1,6,20,54,0,1,2,0
19,32,180,1,1,1,27,130,2,1,1,0,28,52,345,1,4,2,19,93,0,3,4,0
16,25,121,0,0,1,39,175,2,1,1,0,19,30,297,2,1,1,24,99,0,2,2,0
28,55,280,1,1,6,19,57,1,3,3,0,18,28,313,3,2,0,34,133,1,1,1,1
15,25,180,2,1,1,47,244,0,2,2,0,10,25,49,0,1,4,17,85,0,1,1,0
25,41,270,1,2,2,26,65,1,2,2,0,21,36,134,2,0,1,21,109,0,0,2,0
12,26,158,1,0,4,21,86,0,1,1,0,13,27,179,1,1,3,38,159,0,3,3,0
24,34,320,3,1,1,32,147,2,2,3,0,21,39,192,2,2,4,20,92,1,1,1,0
23,36,230,3,0,4,29,121,1,2,3,0,30,39,300,3,1,2,18,118,1,2,2,0
19,33,212,0,1,0,26,109,0,3,4,0,17,37,181,1,0,2,27,101,0,2,4,0
20,29,313,2,0,1,30,88,1,2,3,1,19,34,140,0,1,1,22,68,0,1,2,0
32,48,252,0,0,3,27,117,2,2,2,0,14,18,252,2,0,1,33,219,4,0,0,0
33,45,238,1,2,3,23,106,0,1,1,0,13,25,174,1,1,6,26,174,1,1,1,0
23,37,81,1,0,5,28,117,0,0,0,0,14,20,227,2,0,3,22,112,2,3,3,0
20,33,189,1,3,6,32,175,0,3,4,0,13,30,144,0,1,3,24,86,0,4,4,1
26,37,199,0,2,2,9,22,0,2,2,0,16,23,195,5,0,3,48,285,1,1,1,0
35,50,259,2,2,9,26,89,0,2,3,0,18,31,184,1,0,0,18,95,1,4,4,0
20,25,232,2,0,4,34,124,1,2,3,0,32,49,323,2,1,4,19,103,0,0,2,0
29,38,331,3,1,1,23,88,0,1,1,0,22,38,259,2,1,2,27,105,0,2,2,0
27,46,213,2,1,7,20,65,1,0,0,0,13,25,114,0,0,5,30,248,3,3,4,0
22,37,233,1,0,1,25,44,1,2,3,0,28,48,209,0,0,4,17,62,0,2,2,0
25,40,309,1,2,3,24,82,1,1,4,0,17,22,138,2,0,6,30,154,1,1,1,1
19,34,124,0,1,6,21,74,1,0,0,0,33,45,417,2,0,1,30,132,1,2,3,1
18,28,134,2,1,0,25,84,0,3,3,0,20,29,244,2,1,3,29,115,0,2,3,0
19,26,224,4,0,3,23,52,0,0,0,0,24,47,303,3,1,3,29,145,0,1,1,0
23,41,193,1,2,5,17,49,0,1,1,0,21,33,241,0,0,4,31,74,2,2,2,1
15,29,163,1,0,1,29,96,3,1,1,1,20,30,210,1,2,2,25,122,0,1,2,0
28,40,351,4,1,3,20,58,1,1,1,0,28,46,294,3,1,2,19,92,0,3,4,0
21,33,243,4,0,0,26,79,0,1,1,0,20,37,240,1,3,0,27,95,0,2,2,0
18,34,173,1,1,5,24,106,0,2,2,0,14,21,199,1,1,1,32,124,1,2,2,0
14,23,105,1,0,1,38,178,1,2,2,0,15,21,157,1,0,2,29,174,1,1,2,0
22,38,276,2,1,0,14,78,1,1,1,1,21,31,226,2,1,2,43,218,2,3,3,0
23,31,231,3,1,2,34,151,1,1,1,0,27,49,326,1,0,2,22,82,2,1,2,0
20,34,302,2,0,1,32,159,2,4,4,0,28,41,245,1,2,5,22,100,1,2,2,0
17,39,105,1,0,6,23,104,0,3,3,0,16,25,139,3,1,1,33,118,0,1,1,0
23,39,272,0,1,2,31,179,1,4,4,0,11,24,187,0,2,1,27,146,2,2,2,1
20,30,165,2,3,5,22,71,0,1,1,0,16,19,135,1,0,3,35,140,0,3,3,1
18,28,167,1,0,4,28,174,1,2,2,0,16,27,141,1,1,4,28,121,1,1,1,0
22,27,301,3,1,1,27,90,1,1,1,1,28,50,280,1,2,3,22,134,2,1,1,0
25,38,164,1,0,2,23,88,0,1,1,0,19,27,330,4,0,1,30,195,2,1,1,0
24,40,161,1,2,5,22,70,0,0,1,0,24,30,234,1,0,1,39,120,1,2,2,0
29,41,349,5,0,0,27,116,1,2,2,0,27,36,354,5,1,3,24,162,1,2,2,0
26,40,271,1,1,1,29,75,1,3,3,0,20,37,184,1,1,3,22,94,1,1,2,0
21,37,240,0,1,2,26,122,0,7,8,0,20,36,262,2,1,1,32,112,0,3,3,0
21,27,391,3,1,0,32,161,2,0,1,1,25,34,258,2,0,2,24,97,1,0,0,0
22,32,293,2,2,0,35,162,2,0,1,0,22,36,202,0,1,5,21,106,0,2,2,1
19,36,243,2,0,1,22,66,1,2,3,1,35,49,467,4,3,1,28,75,1,1,1,0
15,30,182,2,0,2,20,73,0,1,1,0,33,50,300,2,0,3,32,118,1,1,2,0
18,32,207,2,1,1,24,103,0,0,1,1,15,24,212,5,0,1,34,218,1,0,0,0
25,42,269,1,3,1,29,145,2,1,1,0,20,27,274,2,1,2,34,154,2,1,1,0
17,31,151,1,4,0,32,164,0,2,2,0,15,29,116,2,0,2,32,175,1,2,2,1
30,43,241,2,1,1,23,152,1,1,2,0,19,25,219,1,1,0,35,226,4,1,1,0
15,23,212,2,0,0,45,263,3,3,3,0,34,52,267,2,1,2,14,22,1,0,0,0
24,43,250,0,2,2,18,45,2,1,1,0,28,42,446,4,1,2,29,49,0,1,2,1
29,53,319,1,2,3,27,96,0,2,2,0,16,33,192,1,0,1,24,100,2,0,0,0
18,40,199,0,1,2,15,52,0,1,1,0,27,34,327,2,1,3,25,92,0,3,3,0
23,41,262,2,0,3,25,122,0,2,3,0,21,29,274,2,3,1,33,138,3,0,0,0
19,27,234,2,2,1,35,140,1,1,1,0,22,37,269,2,1,2,28,163,1,0,1,0
13,25,131,1,1,1,38,130,1,1,1,0,23,38,178,1,4,4,14,51,0,1,1,0
17,29,185,2,0,2,22,77,0,2,2,0,22,36,236,1,0,4,32,128,0,3,4,0
19,25,207,1,1,0,37,137,2,4,4,1,28,39,283,1,3,3,19,62,0,1,1,0
25,39,201,2,0,2,20,89,1,1,1,1,22,34,193,1,0,1,27,120,1,3,3,0
30,43,258,3,0,2,28,157,1,1,1,1,19,28,251,2,0,1,22,101,1,2,2,0
18,34,159,0,0,1,17,46,1,0,0,0,29,30,307,4,0,0,33,117,0,2,2,0
13,26,176,2,0,4,23,92,0,1,1,0,26,33,271,1,0,0,35,143,1,3,3,0
27,46,323,2,1,0,24,72,2,1,2,0,16,27,215,1,2,6,23,119,2,2,2,1
19,32,161,0,1,5,26,68,1,3,3,1,25,48,329,1,4,3,21,106,1,2,3,0
32,45,383,1,2,1,27,135,2,1,2,0,14,32,173,1,0,3,24,115,0,2,2,0
18,34,133,0,0,3,22,101,0,1,1,0,23,33,244,2,0,1,29,106,1,2,2,0
20,33,184,2,1,1,19,57,0,1,1,0,20,31,238,3,0,0,40,243,1,1,1,0
28,45,199,0,3,5,21,87,0,2,2,0,14,27,106,0,0,3,32,218,3,1,1,2
26,34,198,1,0,0,33,150,2,2,2,0,12,24,95,1,0,4,21,96,0,1,1,1
33,56,371,4,0,4,25,59,0,2,2,0,31,52,406,4,1,2,34,96,1,1,2,0
16,26,174,1,0,2,32,85,0,3,3,0,25,37,185,1,2,4,25,75,0,1,1,0
28,40,275,3,0,3,23,102,2,1,1,0,17,27,248,3,0,5,26,149,1,0,0,0
25,44,257,0,0,2,16,54,0,3,3,0,31,40,313,1,0,1,30,118,1,1,3,0
26,30,267,1,0,3,29,99,2,1,1,0,27,39,265,0,0,1,16,19,2,1,1,0
15,27,159,1,0,2,40,253,2,2,3,0,16,31,133,1,0,5,20,91,0,2,2,0
28,42,346,5,0,1,26,206,1,0,1,0,29,38,281,3,0,3,26,80,2,0,0,0
26,40,199,0,1,3,32,184,2,3,3,0,16,32,82,1,1,5,16,57,0,1,1,0
21,40,236,0,2,1,20,73,0,2,2,0,23,36,185,1,1,2,27,86,0,2,4,0
26,49,288,0,2,2,18,41,1,1,1,0,20,31,264,3,0,1,35,115,2,0,0,1
16,28,182,1,1,1,39,179,3,2,2,0,12,27,239,3,3,6,20,74,0,1,1,0
23,33,294,4,0,3,36,223,1,4,4,0,18,37,183,1,1,2,20,88,0,3,3,0
17,28,168,1,0,2,27,70,0,3,4,0,29,46,380,1,0,2,22,97,0,3,4,0
13,30,134,1,1,1,25,171,1,2,2,0,27,55,312,2,1,1,30,120,0,3,4,0
21,36,192,0,1,4,25,109,2,0,0,0,14,21,222,2,0,0,39,245,3,0,0,0
12,25,143,0,0,3,27,132,2,2,2,0,27,39,286,3,1,3,24,67,0,3,3,1
16,25,174,1,1,0,23,162,2,1,1,1,31,46,258,2,2,3,25,108,1,0,0,0
26,37,179,0,0,4,34,158,1,4,4,0,12,21,126,0,2,0,26,174,1,4,4,0
29,44,326,1,0,2,22,63,1,2,2,1,16,29,217,2,1,1,27,135,1,1,1,0
28,47,275,1,1,4,21,122,1,1,1,0,23,40,279,1,0,1,31,121,3,2,2,0
27,43,322,2,2,1,17,71,1,1,1,0,29,45,311,3,0,1,33,113,1,1,2,0
9,25,77,0,0,2,23,91,1,1,1,0,11,21,81,0,1,3,44,223,1,4,4,1
25,40,223,2,0,1,30,125,1,0,0,0,18,22,270,0,0,2,24,128,3,2,2,0
30,51,286,1,0,6,30,87,0,5,5,1,13,24,193,2,2,1,21,136,0,0,3,1
25,48,253,1,0,3,30,172,0,4,4,0,20,25,219,1,0,7,33,141,1,2,2,0
20,37,209,0,1,0,22,98,1,2,2,0,9,16,71,1,1,1,40,201,1,0,0,1
19,31,226,1,0,3,40,136,2,2,2,0,27,34,227,1,1,3,17,97,1,2,3,0
19,28,162,0,0,7,26,120,0,3,3,0,18,30,318,1,0,1,26,64,1,1,2,0
8,15,83,3,0,1,37,217,1,0,0,0,31,59,345,1,2,4,29,185,0,2,2,0
21,29,126,1,1,6,10,21,0,1,1,0,11,19,122,1,1,2,47,186,2,2,2,0
16,27,235,2,0,2,30,109,2,0,0,0,21,31,265,1,0,5,24,110,2,1,2,0
31,52,348,2,0,5,21,94,1,1,2,1,23,35,316,5,0,1,21,118,2,1,1,0
23,35,292,3,0,2,27,112,2,0,0,0,22,32,210,2,0,3,23,85,1,1,1,0
31,39,296,2,2,3,16,62,1,0,0,0,6,8,69,0,0,1,42,285,4,3,3,0
26,42,268,2,2,4,29,129,2,1,1,0,20,31,210,1,2,1,22,141,1,2,2,0
20,32,242,1,1,4,22,118,2,0,1,0,24,32,203,3,0,1,34,166,1,2,2,0
37,54,434,2,1,2,21,72,1,2,2,0,31,35,299,4,0,3,20,84,1,1,1,0
33,46,306,2,0,3,32,98,1,2,4,0,21,35,202,1,1,3,15,52,1,1,1,0
22,34,259,1,0,1,30,129,2,3,3,0,22,30,239,1,0,0,31,133,3,2,2,0
23,36,173,0,1,3,28,122,1,2,3,0,16,30,207,0,0,2,39,155,1,3,4,0
20,36,214,3,0,1,28,149,0,2,2,0,24,42,288,1,1,1,29,138,1,3,4,0
36,46,357,1,2,1,22,88,1,2,3,0,19,20,150,3,0,4,23,91,0,2,2,0
32,44,364,4,0,0,32,158,1,2,2,0,19,25,248,2,1,2,22,134,2,1,1,0
19,31,189,2,0,1,34,82,1,2,2,1,23,36,224,2,2,3,26,86,1,1,2,0
20,30,182,0,3,1,27,87,1,1,1,0,15,19,140,0,0,2,42,217,3,0,1,0
25,39,244,1,0,3,27,136,1,1,2,0,20,31,269,0,1,1,40,153,2,2,3,0
21,39,168,1,1,2,27,138,0,0,1,0,21,26,270,3,0,2,30,111,2,1,1,0
26,40,224,1,1,2,36,180,2,1,3,0,19,33,243,2,0,3,25,123,0,2,2,0
24,42,208,2,2,8,17,57,0,1,2,0,17,31,159,1,0,3,36,80,2,2,3,0
22,33,216,1,0,0,26,107,1,0,0,0,29,43,247,2,0,1,34,130,0,1,4,0
26,41,262,2,2,3,20,29,0,1,1,0,21,32,208,3,0,2,30,141,0,2,2,0
37,61,285,3,0,3,24,68,0,3,3,0,16,23,219,2,1,0,35,215,3,0,0,0
18,28,169,2,2,4,32,135,0,1,2,0,25,40,220,0,1,4,18,75,1,2,3,0
19,25,203,1,1,2,40,151,1,4,4,0,11,26,95,0,3,3,18,80,1,1,1,0
26,38,278,1,1,3,32,160,2,3,3,0,19,33,199,1,0,4,23,117,1,1,1,0
24,37,267,4,0,1,34,113,0,4,4,0,34,49,445,1,0,1,31,125,4,2,2,0
